transaction_id,price,competitor_price,day_of_week,is_weekend,hour_of_day,is_peak_hour,month,season_factor,product_category,inventory_level,is_promotion,customer_rating,demand,revenue
1850,132.7,170.41,4,0,19,1,4,0.0,Clothing,16,0,2.46,158,20967.24
1851,64.32,56.14,0,0,13,0,12,-0.0,Books,39,0,2.69,150,9648.34
1852,165.03,203.58,2,0,7,0,6,-0.0,Toys,96,0,4.37,141,23269.22
1853,173.66,213.33,0,0,17,1,7,0.366,Clothing,76,0,2.93,113,19623.61
1854,170.84,197.25,4,0,6,0,12,-0.0,Toys,44,0,2.26,92,15717.07
1855,184.6,191.63,4,0,2,0,7,0.366,Food,8,1,1.73,58,10706.57
1856,57.93,44.72,1,0,20,1,4,0.0,Food,8,0,2.13,203,11758.94
1857,153.46,156.4,4,0,13,0,10,-1.7321,Electronics,45,1,2.85,102,15652.71
1858,97.5,89.12,3,0,11,1,10,-1.7321,Clothing,11,0,3.19,114,11115.29
1859,169.98,199.78,5,1,14,0,5,-0.366,Electronics,97,1,3.49,186,31616.23
1860,148.41,171.4,1,0,7,0,4,0.0,Electronics,25,0,1.29,133,19738.96
1861,157.53,196.33,4,0,4,0,12,-0.0,Electronics,17,0,3.45,133,20950.83
1862,134.67,95.47,0,0,16,0,10,-1.7321,Food,95,0,2.41,0,0.0
1863,43.71,51.82,4,0,9,1,6,-0.0,Electronics,83,0,2.03,202,8829.72
1864,113.56,143.43,0,0,10,1,11,-1.366,Electronics,55,0,2.32,145,16465.49
1865,197.09,231.3,0,0,22,0,7,0.366,Electronics,79,0,4.14,138,27198.04
1866,188.1,146.37,4,0,15,0,2,1.7321,Electronics,56,0,4.21,163,30660.91
1867,18.2,13.63,0,0,15,0,10,-1.7321,Clothing,44,0,1.42,108,1965.93
1868,41.31,29.44,5,1,3,0,12,-0.0,Toys,53,0,2.98,172,7106.15
1869,35.03,37.73,2,0,22,0,3,1.0,Clothing,35,1,3.12,247,8652.03
1870,147.94,159.45,1,0,4,0,11,-1.366,Books,39,0,1.12,34,5029.83
1871,165.38,213.69,4,0,9,1,8,0.0,Clothing,2,1,3.87,218,36052.67
1872,50.57,47.47,6,1,13,0,7,0.366,Books,98,1,2.47,209,10568.54
1873,106.11,95.41,2,0,8,0,12,-0.0,Food,25,0,2.67,77,8170.62
1874,169.73,182.41,0,0,17,1,1,1.366,Toys,38,0,3.44,175,29703.38
1875,149.23,178.39,0,0,19,1,4,0.0,Electronics,68,0,2.88,170,25369.49
1876,113.03,142.64,1,0,5,0,5,-0.366,Books,80,0,3.99,124,14015.11
1877,122.17,144.38,2,0,10,1,3,1.0,Food,32,0,3.38,180,21989.89
1878,106.59,101.9,2,0,20,1,4,0.0,Toys,79,0,1.9,166,17693.69
1879,66.53,71.92,4,0,16,0,10,-1.7321,Books,78,1,4.48,174,11576.95
1880,117.35,142.44,0,0,8,0,10,-1.7321,Food,41,1,1.86,71,8332.15
1881,140.89,140.09,6,1,2,0,10,-1.7321,Electronics,79,0,3.85,88,12398.16
1882,175.93,146.03,3,0,15,0,7,0.366,Food,71,1,4.17,79,13898.58
1883,130.9,104.96,6,1,19,1,8,0.0,Food,7,0,3.75,112,14660.28
1884,154.61,108.24,4,0,3,0,12,-0.0,Electronics,72,1,2.69,159,24583.48
1885,40.41,45.71,4,0,23,0,9,-1.0,Books,83,0,4.51,148,5981.21
1886,97.7,74.9,4,0,21,1,2,1.7321,Food,18,0,2.31,157,15338.26
1887,11.77,9.96,1,0,14,0,4,0.0,Electronics,17,0,3.75,186,2189.78
1888,56.87,49.97,1,0,1,0,1,1.366,Books,82,0,4.51,176,10008.94
1889,148.03,153.39,4,0,19,1,3,1.0,Electronics,83,0,1.62,188,27829.21
1890,198.44,186.29,5,1,16,0,8,0.0,Clothing,77,1,3.61,100,19844.39
1891,28.84,31.87,3,0,18,1,7,0.366,Books,59,0,4.6,236,6807.15
1892,86.28,63.28,2,0,19,1,8,0.0,Clothing,11,0,1.41,130,11216.91
1893,162.01,125.46,2,0,15,0,11,-1.366,Food,51,0,1.58,0,0.0
1894,48.77,48.74,0,0,23,0,6,-0.0,Food,7,0,2.51,149,7266.25
1895,115.47,104.17,2,0,18,1,5,-0.366,Food,27,0,4.98,129,14895.13
1896,149.28,130.99,6,1,20,1,12,-0.0,Books,59,1,1.9,164,24482.5
1897,127.04,94.04,2,0,16,0,12,-0.0,Toys,37,0,2.3,82,10417.05
1898,45.72,56.58,3,0,3,0,10,-1.7321,Books,5,0,4.34,133,6081.39
1899,77.52,86.45,2,0,17,1,9,-1.0,Books,62,0,1.52,154,11938.55
1900,158.92,122.84,6,1,3,0,5,-0.366,Toys,72,0,4.98,104,16527.73
1901,115.3,85.21,3,0,20,1,9,-1.0,Books,74,0,3.96,126,14528.18
1902,10.99,14.13,1,0,2,0,4,0.0,Clothing,90,0,4.84,208,2286.67
1903,154.59,171.39,3,0,21,1,12,-0.0,Toys,79,0,1.58,133,20560.24
1904,16.71,15.88,1,0,17,1,5,-0.366,Toys,55,0,1.93,203,3391.96
1905,151.69,170.05,3,0,20,1,1,1.366,Clothing,16,0,2.48,186,28214.23
1906,48.47,55.93,4,0,19,1,6,-0.0,Toys,93,0,1.2,180,8724.84
1907,192.03,224.29,6,1,4,0,3,1.0,Toys,92,1,1.24,165,31685.6
1908,79.91,78.85,5,1,8,0,11,-1.366,Clothing,74,0,4.62,103,8230.6
1909,72.12,69.08,1,0,21,1,10,-1.7321,Electronics,56,0,1.17,143,10312.73
1910,38.29,27.06,1,0,22,0,2,1.7321,Electronics,51,0,4.0,248,9495.6
1911,68.06,85.48,2,0,23,0,6,-0.0,Electronics,68,0,3.87,198,13476.83
1912,176.56,187.51,1,0,14,0,1,1.366,Clothing,46,0,1.29,111,19598.56
1913,199.3,163.81,3,0,8,0,12,-0.0,Food,61,0,1.75,0,0.0
1914,79.98,100.11,4,0,13,0,9,-1.0,Books,78,0,2.82,146,11676.91
1915,95.24,118.95,4,0,20,1,5,-0.366,Toys,33,0,3.57,166,15809.18
1916,147.19,190.4,2,0,23,0,7,0.366,Clothing,55,0,4.58,163,23992.54
1917,178.38,218.41,3,0,1,0,11,-1.366,Books,18,0,3.11,65,11594.52
1918,122.68,159.32,3,0,17,1,10,-1.7321,Clothing,12,1,4.75,181,22204.79
1919,84.39,71.46,0,0,12,1,9,-1.0,Toys,74,0,1.76,151,12742.87
1920,88.4,106.55,1,0,20,1,9,-1.0,Food,21,0,3.49,165,14585.69
1921,142.17,169.72,2,0,15,0,7,0.366,Clothing,97,0,4.38,135,19192.61
1922,10.61,8.9,4,0,5,0,4,0.0,Books,78,0,1.93,178,1888.84
1923,127.72,96.95,6,1,15,0,4,0.0,Books,73,0,4.15,81,10345.48
1924,77.54,99.85,5,1,3,0,7,0.366,Toys,26,0,2.6,204,15818.91
1925,160.9,141.21,0,0,23,0,8,0.0,Electronics,79,0,5.0,151,24295.52
1926,27.67,33.83,3,0,9,1,7,0.366,Toys,21,0,1.37,206,5699.65
1927,121.76,85.53,1,0,18,1,11,-1.366,Toys,22,0,3.21,117,14245.74
1928,101.38,72.25,4,0,10,1,10,-1.7321,Electronics,55,0,4.13,133,13484.18
1929,132.04,129.34,6,1,4,0,4,0.0,Food,46,0,3.7,56,7394.34
1930,22.32,18.82,0,0,17,1,4,0.0,Clothing,41,0,3.02,266,5937.7
1931,120.2,133.89,3,0,2,0,8,0.0,Books,5,0,3.05,102,12260.09
1932,116.68,121.27,4,0,7,0,12,-0.0,Clothing,44,0,2.62,109,12718.35
1933,116.53,86.99,4,0,10,1,9,-1.0,Clothing,16,0,2.37,103,12002.12
1934,124.66,99.43,3,0,20,1,7,0.366,Books,35,0,3.37,135,16829.46
1935,138.53,129.22,3,0,18,1,12,-0.0,Electronics,5,0,3.99,181,25073.73
1936,162.95,132.21,2,0,20,1,3,1.0,Books,62,0,2.12,131,21346.18
1937,61.27,72.01,4,0,2,0,12,-0.0,Electronics,90,0,4.79,190,11640.53
1938,166.76,158.36,3,0,11,1,10,-1.7321,Electronics,26,0,2.46,108,18010.01
1939,104.67,79.14,5,1,14,0,1,1.366,Toys,61,0,2.74,161,16851.64
1940,24.64,24.41,6,1,22,0,5,-0.366,Food,51,1,2.64,194,4780.37
1941,21.12,15.94,6,1,23,0,6,-0.0,Toys,69,0,1.45,176,3717.94
1942,73.51,57.14,5,1,15,0,11,-1.366,Food,56,0,1.46,63,4630.83
1943,159.13,134.27,6,1,4,0,9,-1.0,Electronics,50,1,4.18,116,18459.13
1944,144.46,175.62,0,0,18,1,5,-0.366,Toys,36,0,2.53,130,18779.72
1945,159.84,200.56,6,1,5,0,1,1.366,Clothing,24,0,1.86,147,23496.02
1946,108.28,129.48,1,0,11,1,11,-1.366,Books,79,0,3.83,168,18191.23
1947,93.64,84.32,6,1,18,1,11,-1.366,Books,30,1,4.84,190,17791.18
1948,38.02,32.83,5,1,8,0,4,0.0,Books,69,0,4.75,138,5246.21
1949,72.36,74.49,2,0,17,1,2,1.7321,Food,48,0,3.89,239,17293.23
1950,92.46,104.77,3,0,2,0,4,0.0,Books,22,0,1.77,97,8968.98
1951,26.83,34.78,1,0,22,0,7,0.366,Food,33,0,1.62,169,4534.96
1952,51.92,40.44,2,0,13,0,9,-1.0,Food,69,0,4.48,158,8202.77
1953,123.66,90.22,4,0,23,0,12,-0.0,Food,96,1,4.85,122,15086.86
1954,149.78,167.24,1,0,20,1,3,1.0,Clothing,50,0,3.49,183,27409.01
1955,199.69,239.49,5,1,4,0,3,1.0,Electronics,23,0,4.61,170,33946.62
1956,187.29,226.21,2,0,4,0,11,-1.366,Clothing,10,1,4.26,112,20976.65
1957,132.09,146.23,3,0,3,0,4,0.0,Electronics,36,0,1.62,105,13869.18
1958,90.04,114.56,3,0,21,1,7,0.366,Clothing,17,0,1.89,192,17287.13
1959,130.87,131.74,6,1,15,0,6,-0.0,Food,53,0,1.27,76,9946.4
1960,159.27,198.82,2,0,12,1,5,-0.366,Electronics,91,0,2.9,152,24209.62
1961,32.48,41.6,4,0,7,0,4,0.0,Books,8,0,2.3,193,6269.39
1962,87.88,106.19,6,1,23,0,12,-0.0,Clothing,44,0,2.7,129,11336.77
1963,169.56,150.21,5,1,20,1,8,0.0,Electronics,61,0,1.03,144,24416.99
1964,82.93,67.81,2,0,15,0,12,-0.0,Books,6,0,3.88,126,10448.96
1965,118.66,122.08,0,0,1,0,4,0.0,Toys,71,0,1.8,97,11509.61
1966,121.68,118.25,2,0,7,0,3,1.0,Food,90,0,2.47,116,14114.44
1967,45.05,55.26,2,0,2,0,7,0.366,Clothing,81,1,2.61,236,10631.92
1968,78.82,59.91,5,1,22,0,2,1.7321,Clothing,37,0,1.26,146,11508.41
1969,73.56,62.87,3,0,8,0,4,0.0,Toys,54,0,2.46,157,11548.47
1970,14.98,17.24,6,1,10,1,8,0.0,Electronics,23,0,4.6,231,3459.77
1971,14.6,11.05,4,0,20,1,4,0.0,Clothing,91,0,4.57,237,3459.36
1972,168.02,149.95,6,1,23,0,10,-1.7321,Clothing,57,0,1.1,2,336.04
1973,61.88,57.69,2,0,19,1,12,-0.0,Clothing,51,0,1.12,163,10087.0
1974,108.43,116.41,1,0,0,0,7,0.366,Clothing,58,0,3.38,153,16590.55
1975,66.76,53.06,3,0,0,0,2,1.7321,Toys,19,0,1.82,200,13351.57
1976,188.73,229.56,3,0,21,1,11,-1.366,Food,27,0,4.59,54,10191.37
1977,59.27,57.4,2,0,7,0,5,-0.366,Clothing,89,1,2.93,160,9482.62
1978,91.63,114.56,5,1,15,0,12,-0.0,Toys,25,0,2.3,165,15119.74
1979,175.82,172.43,1,0,9,1,4,0.0,Books,21,0,4.81,118,20746.61
1980,169.97,147.03,2,0,1,0,9,-1.0,Clothing,25,0,2.27,22,3739.28
1981,45.36,35.61,1,0,15,0,7,0.366,Electronics,51,0,2.28,179,8119.31
1982,162.5,114.12,3,0,3,0,9,-1.0,Toys,71,0,1.53,42,6825.09
1983,97.06,98.93,1,0,18,1,11,-1.366,Electronics,35,1,1.89,197,19119.94
1984,101.76,77.78,6,1,8,0,10,-1.7321,Food,70,0,4.04,52,5291.73
1985,35.36,33.06,2,0,2,0,7,0.366,Books,50,0,4.04,168,5940.68
1986,25.31,26.67,0,0,10,1,2,1.7321,Electronics,15,0,2.55,251,6353.89
1987,148.31,128.35,0,0,7,0,12,-0.0,Clothing,24,0,2.4,74,10974.83
1988,104.33,84.0,1,0,6,0,2,1.7321,Toys,49,0,2.67,181,18883.3
1989,93.0,108.33,5,1,0,0,2,1.7321,Books,68,0,2.2,194,18042.32
1990,148.61,188.44,2,0,7,0,5,-0.366,Toys,7,0,3.43,143,21250.74
1991,155.45,118.18,4,0,23,0,1,1.366,Books,94,0,4.35,145,22539.88
1992,40.19,31.89,0,0,16,0,7,0.366,Electronics,81,0,1.04,164,6591.58
1993,125.94,160.7,3,0,10,1,2,1.7321,Food,54,0,4.74,212,26699.87
1994,35.72,25.81,6,1,6,0,4,0.0,Toys,38,1,1.47,210,7500.63
1995,152.76,196.54,2,0,8,0,9,-1.0,Clothing,94,0,4.6,89,13595.75
1996,134.82,94.75,2,0,13,0,8,0.0,Toys,45,1,1.93,150,20223.22
1997,191.76,234.75,6,1,4,0,10,-1.7321,Food,9,0,4.67,17,3259.87
1998,23.1,20.43,0,0,17,1,2,1.7321,Electronics,55,0,4.15,289,6676.48
1999,20.84,26.32,6,1,23,0,4,0.0,Clothing,83,0,2.08,165,3438.67
2000,63.62,56.63,6,1,22,0,4,0.0,Clothing,52,0,1.11,114,7252.17
2001,59.72,65.25,4,0,12,1,2,1.7321,Electronics,77,1,3.86,314,18753.36
2002,56.93,42.58,6,1,4,0,2,1.7321,Toys,49,0,4.29,226,12865.27
2003,182.19,154.02,3,0,7,0,5,-0.366,Clothing,55,0,3.72,42,7651.91
2004,57.41,66.84,4,0,14,0,11,-1.366,Toys,83,0,2.53,125,7176.72
2005,61.67,62.73,3,0,21,1,4,0.0,Toys,70,0,1.51,181,11162.35
2006,154.29,193.9,0,0,3,0,8,0.0,Electronics,76,0,2.39,136,20982.85
2007,95.45,91.37,2,0,0,0,4,0.0,Food,79,0,2.07,102,9735.96
2008,157.58,192.54,3,0,5,0,8,0.0,Food,3,0,3.89,79,12448.43
2009,22.42,21.73,2,0,23,0,5,-0.366,Toys,68,0,1.64,144,3228.42
2010,102.64,132.15,1,0,18,1,1,1.366,Electronics,38,0,4.28,252,25864.91
2011,16.39,20.91,1,0,11,1,9,-1.0,Food,70,0,3.45,212,3473.96
2012,21.9,19.66,0,0,6,0,8,0.0,Toys,49,0,2.93,188,4117.97
2013,182.22,224.42,0,0,12,1,1,1.366,Clothing,92,0,2.44,166,30249.04
2014,36.46,44.06,5,1,6,0,12,-0.0,Clothing,8,1,3.03,227,8275.65
2015,111.16,91.86,0,0,8,0,3,1.0,Books,95,1,3.16,170,18897.19
2016,88.11,94.68,1,0,0,0,3,1.0,Books,85,0,1.95,130,11454.06
2017,76.0,56.51,3,0,20,1,5,-0.366,Books,45,0,4.96,183,13907.13
2018,180.97,217.53,6,1,23,0,7,0.366,Food,29,0,4.64,69,12486.82
2019,14.15,11.38,6,1,12,1,1,1.366,Clothing,79,0,2.56,269,3805.39
2020,136.12,101.07,6,1,18,1,1,1.366,Clothing,49,0,2.02,169,23004.29
2021,193.04,181.49,4,0,20,1,10,-1.7321,Food,24,0,2.23,0,0.0
2022,116.43,121.81,6,1,0,0,6,-0.0,Clothing,21,0,4.92,92,10711.74
2023,188.0,228.03,0,0,19,1,5,-0.366,Clothing,23,0,2.63,119,22371.56
2024,19.93,25.6,6,1,20,1,12,-0.0,Toys,95,0,4.65,266,5301.11
2025,89.57,86.32,4,0,18,1,12,-0.0,Clothing,98,1,1.24,204,18272.43
2026,59.43,43.76,4,0,17,1,3,1.0,Toys,28,0,4.11,234,13906.62
2027,148.86,171.11,1,0,22,0,3,1.0,Books,32,0,4.05,127,18904.71
2028,196.45,204.13,5,1,4,0,4,0.0,Electronics,22,0,3.6,124,24359.36
2029,58.74,56.9,3,0,2,0,11,-1.366,Toys,62,0,1.48,86,5051.7
2030,134.29,118.92,1,0,1,0,10,-1.7321,Clothing,67,0,4.93,82,11012.04
2031,47.64,47.71,0,0,21,1,2,1.7321,Books,73,0,1.85,244,11623.81
2032,117.41,106.05,1,0,9,1,9,-1.0,Electronics,6,0,3.84,155,18198.98
2033,98.15,113.28,1,0,5,0,12,-0.0,Electronics,65,0,4.01,161,15801.69
2034,194.68,199.81,1,0,18,1,4,0.0,Books,22,0,4.04,112,21804.27
2035,125.62,154.02,0,0,16,0,10,-1.7321,Books,51,0,4.3,71,8919.03
2036,76.41,78.4,0,0,18,1,3,1.0,Electronics,68,0,4.96,276,21088.11
2037,31.68,26.7,1,0,12,1,10,-1.7321,Electronics,57,0,1.38,167,5290.26
2038,38.74,46.9,1,0,16,0,11,-1.366,Clothing,72,0,2.89,154,5965.48
2039,52.81,54.62,4,0,22,0,7,0.366,Toys,55,0,4.9,194,10245.18
2040,57.68,47.54,3,0,17,1,9,-1.0,Toys,42,0,4.53,191,11017.58
2041,171.62,184.33,4,0,10,1,12,-0.0,Electronics,52,0,4.96,187,32092.39
2042,116.63,106.68,5,1,19,1,2,1.7321,Electronics,61,0,3.33,230,26825.44
2043,109.44,132.06,3,0,19,1,6,-0.0,Food,19,0,3.69,138,15103.31
2044,31.81,30.91,5,1,12,1,5,-0.366,Electronics,1,0,2.06,257,8174.16
2045,173.43,196.99,3,0,23,0,1,1.366,Toys,41,0,2.83,132,22892.3
2046,147.33,111.58,1,0,10,1,11,-1.366,Clothing,63,0,1.08,66,9724.09
2047,22.86,21.43,4,0,19,1,7,0.366,Food,88,0,3.88,253,5782.82
2048,144.49,186.38,3,0,18,1,1,1.366,Toys,48,1,4.7,266,38433.99
2049,113.27,134.24,5,1,9,1,10,-1.7321,Clothing,81,0,1.45,81,9175.05
2050,25.53,20.32,3,0,2,0,9,-1.0,Food,32,0,2.82,147,3752.59
2051,97.08,84.13,0,0,20,1,4,0.0,Food,50,1,3.49,189,18347.58
2052,102.09,91.67,3,0,5,0,8,0.0,Food,14,0,3.53,91,9290.4
2053,41.5,45.24,6,1,6,0,1,1.366,Food,17,1,2.23,238,9876.32
2054,189.68,218.93,1,0,20,1,5,-0.366,Food,96,0,1.08,47,8915.08
2055,171.5,197.17,2,0,22,0,3,1.0,Food,97,0,4.55,71,12176.17
2056,137.11,137.93,0,0,19,1,4,0.0,Books,30,0,1.37,112,15356.8
2057,97.84,116.08,2,0,4,0,12,-0.0,Clothing,51,1,1.71,158,15458.11
2058,88.24,84.9,1,0,21,1,4,0.0,Toys,98,0,4.85,221,19500.04
2059,133.68,103.52,6,1,8,0,8,0.0,Electronics,92,0,3.0,118,15774.83
2060,113.63,118.03,2,0,21,1,10,-1.7321,Toys,62,1,4.5,200,22726.41
2061,21.83,27.76,3,0,9,1,10,-1.7321,Books,24,0,4.59,205,4475.54
2062,107.38,126.25,2,0,13,0,3,1.0,Books,63,0,4.96,174,18683.34
2063,163.22,170.92,4,0,10,1,1,1.366,Food,14,0,1.16,121,19749.22
2064,97.26,105.82,1,0,16,0,5,-0.366,Books,34,0,1.21,107,10406.35
2065,19.87,25.01,4,0,10,1,2,1.7321,Toys,59,1,1.76,335,6657.04
2066,159.39,152.54,2,0,6,0,11,-1.366,Books,65,0,3.63,33,5259.96
2067,48.26,43.38,6,1,10,1,6,-0.0,Toys,86,0,2.05,201,9700.08
2068,59.14,76.07,4,0,12,1,4,0.0,Food,33,0,2.98,176,10408.28
2069,41.29,50.3,0,0,18,1,9,-1.0,Food,58,1,4.15,223,9208.61
2070,72.74,65.02,2,0,5,0,7,0.366,Books,18,0,1.74,146,10620.17
2071,153.78,150.44,5,1,1,0,2,1.7321,Electronics,12,0,2.14,177,27219.55
2072,108.68,103.15,4,0,13,0,7,0.366,Food,74,0,3.91,99,10759.65
2073,48.93,38.63,3,0,15,0,10,-1.7321,Clothing,66,1,1.03,139,6800.91
2074,176.79,225.35,2,0,6,0,8,0.0,Clothing,2,0,4.03,98,17325.2
2075,177.12,166.95,6,1,0,0,3,1.0,Food,70,1,3.71,90,15940.85
2076,175.41,214.91,5,1,1,0,3,1.0,Books,84,0,1.52,98,17190.17
2077,55.37,45.05,6,1,8,0,11,-1.366,Food,28,0,1.98,81,4485.07
2078,95.74,98.49,0,0,22,0,2,1.7321,Books,42,0,1.06,161,15413.41
2079,197.15,140.84,3,0,17,1,12,-0.0,Toys,3,0,3.33,88,17349.03
2080,156.68,181.52,2,0,20,1,1,1.366,Electronics,48,0,2.59,203,31806.52
2081,15.16,15.9,6,1,19,1,3,1.0,Electronics,89,0,2.69,278,4214.98
2082,22.39,24.08,3,0,17,1,10,-1.7321,Toys,87,0,1.41,169,3783.72
2083,98.15,71.75,2,0,17,1,12,-0.0,Toys,13,0,2.41,150,14722.04
2084,182.75,151.07,2,0,9,1,11,-1.366,Toys,57,1,4.68,153,27961.03
2085,112.35,83.66,1,0,7,0,7,0.366,Electronics,88,1,1.26,160,17976.53
2086,104.58,91.34,4,0,20,1,11,-1.366,Food,3,0,4.9,102,10667.61
2087,30.04,32.34,2,0,7,0,9,-1.0,Clothing,63,0,4.39,149,4475.96
2088,134.79,140.14,0,0,1,0,9,-1.0,Books,38,0,1.81,44,5930.68
2089,166.2,177.38,5,1,17,1,6,-0.0,Clothing,59,0,3.82,121,20110.15
2090,82.28,84.71,4,0,10,1,6,-0.0,Books,28,0,1.36,156,12835.65
2091,157.37,135.94,1,0,10,1,11,-1.366,Electronics,26,0,1.64,86,13533.5
2092,193.25,163.63,4,0,18,1,5,-0.366,Food,84,0,2.95,20,3865.01
2093,48.72,38.11,4,0,10,1,2,1.7321,Clothing,91,0,2.6,246,11984.04
2094,109.43,132.35,2,0,9,1,7,0.366,Toys,65,0,4.26,217,23746.88
2095,64.56,69.07,0,0,7,0,1,1.366,Toys,74,0,4.76,224,14460.59
2096,160.64,130.43,2,0,14,0,6,-0.0,Toys,74,0,4.77,118,18955.8
2097,119.74,96.55,6,1,7,0,4,0.0,Clothing,61,0,1.59,86,10297.88
2098,130.57,159.8,0,0,18,1,3,1.0,Food,57,0,3.74,164,21413.59
2099,161.6,185.14,6,1,0,0,11,-1.366,Food,1,0,3.28,60,9696.22
2100,85.23,93.39,0,0,22,0,1,1.366,Toys,32,0,2.48,198,16876.41
2101,183.87,173.59,3,0,19,1,6,-0.0,Clothing,32,0,4.98,138,25373.66
2102,111.28,95.38,2,0,2,0,7,0.366,Toys,27,0,2.82,162,18026.63
2103,40.01,51.52,6,1,20,1,11,-1.366,Books,13,0,3.66,167,6681.91
2104,142.22,167.59,1,0,11,1,1,1.366,Books,17,0,3.01,156,22186.45
2105,160.72,141.6,5,1,15,0,11,-1.366,Clothing,28,0,1.41,23,3696.55
2106,70.18,84.82,4,0,21,1,1,1.366,Books,89,0,1.56,219,15370.45
2107,172.86,199.72,3,0,15,0,7,0.366,Electronics,52,0,4.0,138,23855.24
2108,182.17,159.99,6,1,16,0,11,-1.366,Electronics,36,0,4.21,77,14026.88
2109,62.61,59.85,1,0,15,0,12,-0.0,Electronics,47,0,2.46,160,10017.9
2110,196.87,159.77,5,1,8,0,6,-0.0,Books,66,0,1.27,11,2165.56
2111,36.74,28.16,5,1,21,1,7,0.366,Food,32,1,4.83,290,10653.21
2112,48.38,54.85,2,0,18,1,8,0.0,Electronics,32,0,2.99,232,11224.85
2113,45.0,38.73,0,0,0,0,8,0.0,Toys,70,0,1.54,163,7335.44
2114,179.86,214.4,6,1,17,1,9,-1.0,Food,95,0,1.79,4,719.43
2115,134.32,174.26,2,0,5,0,9,-1.0,Clothing,55,0,1.18,86,11551.14
2116,38.9,29.02,5,1,5,0,7,0.366,Books,73,1,3.84,218,8480.16
2117,93.66,92.15,2,0,11,1,9,-1.0,Toys,80,1,3.82,206,19294.26
2118,126.91,149.91,3,0,2,0,6,-0.0,Clothing,89,0,3.41,129,16370.95
2119,25.86,30.34,6,1,10,1,9,-1.0,Books,40,0,3.19,208,5378.5
2120,177.66,205.37,1,0,5,0,11,-1.366,Books,28,0,2.53,21,3730.84
2121,162.68,147.94,5,1,13,0,2,1.7321,Toys,81,0,4.8,159,25866.86
2122,105.99,103.05,6,1,17,1,11,-1.366,Books,31,1,4.2,170,18018.18
2123,193.75,204.79,3,0,15,0,2,1.7321,Books,87,0,4.63,119,23056.73
2124,89.37,114.79,1,0,23,0,6,-0.0,Books,31,1,2.25,181,16176.8
2125,196.98,176.6,3,0,12,1,3,1.0,Food,26,0,4.91,101,19895.08
2126,136.9,171.66,4,0,0,0,2,1.7321,Electronics,4,0,1.66,216,29571.44
2127,130.59,112.52,0,0,5,0,8,0.0,Toys,58,0,1.23,67,8749.37
2128,41.53,53.72,0,0,13,0,7,0.366,Food,79,0,2.28,186,7724.85
2129,177.57,195.71,0,0,16,0,8,0.0,Toys,23,1,1.81,149,26457.37
2130,91.22,89.23,4,0,12,1,6,-0.0,Food,69,0,3.07,157,14322.02
2131,40.82,43.6,5,1,12,1,9,-1.0,Books,60,0,2.4,220,8981.36
2132,12.4,10.7,5,1,8,0,9,-1.0,Books,43,0,1.69,142,1760.15
2133,116.35,100.59,4,0,5,0,2,1.7321,Food,89,0,4.38,137,15940.44
2134,110.21,84.65,0,0,5,0,10,-1.7321,Books,94,0,3.03,84,9257.3
2135,146.68,112.71,0,0,4,0,5,-0.366,Electronics,26,1,1.44,110,16134.49
2136,179.15,162.78,1,0,20,1,9,-1.0,Toys,67,0,1.3,46,8240.86
2137,25.09,29.04,1,0,13,0,3,1.0,Books,68,0,2.53,219,5494.11
2138,148.98,158.64,2,0,13,0,5,-0.366,Clothing,55,0,4.63,107,15941.32
2139,45.61,34.73,6,1,3,0,8,0.0,Food,47,0,3.03,132,6020.29
2140,173.05,209.63,6,1,1,0,2,1.7321,Food,82,0,1.56,102,17651.47
2141,165.62,175.7,6,1,1,0,6,-0.0,Books,59,1,1.99,107,17721.56
2142,112.75,143.93,3,0,16,0,11,-1.366,Food,75,0,1.2,20,2255.02
2143,144.95,159.75,1,0,9,1,4,0.0,Clothing,75,0,4.33,166,24061.06
2144,69.73,56.14,1,0,13,0,12,-0.0,Food,100,1,4.78,209,14572.84
2145,99.52,97.96,1,0,18,1,12,-0.0,Clothing,16,1,1.31,182,18112.99
2146,166.11,180.91,1,0,16,0,6,-0.0,Food,58,0,1.69,13,2159.44
2147,97.26,69.73,4,0,21,1,3,1.0,Food,89,0,1.68,111,10795.9
2148,77.98,55.28,2,0,10,1,6,-0.0,Clothing,1,1,4.21,253,19729.36
2149,103.9,80.8,1,0,6,0,7,0.366,Toys,90,0,4.36,139,14442.15
2150,167.37,142.43,5,1,8,0,10,-1.7321,Electronics,45,1,2.68,93,15565.16
2151,73.69,70.57,3,0,13,0,3,1.0,Clothing,94,0,4.88,209,15401.11
2152,43.01,42.69,6,1,22,0,5,-0.366,Electronics,6,0,2.04,154,6624.26
2153,145.28,113.73,1,0,3,0,12,-0.0,Food,91,0,3.1,25,3632.07
2154,166.94,184.3,4,0,13,0,8,0.0,Toys,52,0,4.99,120,20032.3
2155,29.12,30.8,5,1,19,1,2,1.7321,Clothing,19,1,4.31,340,9901.18
2156,55.58,48.72,6,1,23,0,7,0.366,Toys,43,0,2.95,154,8558.72
2157,36.97,26.19,0,0,19,1,1,1.366,Clothing,19,0,1.43,216,7986.53
2158,76.11,56.82,0,0,16,0,7,0.366,Books,39,0,4.62,172,13090.73
2159,95.57,89.36,6,1,18,1,1,1.366,Clothing,32,0,3.17,186,17775.4
2160,152.28,120.66,2,0,16,0,4,0.0,Electronics,65,0,2.23,89,13552.65
